Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J4,322,5,9,236,0,0
J16,438,5,66,298,0,0
J13,304,8,71,340,36,1
J15,276,6,147,352,76,1
J10,356,5,185,425,69,1
J19,412,6,271,477,65,1
J18,584,8,293,603,19,1
J11,446,4,322,635,189,1
J6,452,10,347,668,216,1
J9,524,8,426,706,182,1
J8,426,7,491,748,322,1
J1,448,7,564,831,383,1
J12,720,8,641,1024,304,1
J5,632,7,680,1085,453,1
J2,322,4,709,1098,776,1
J14,432,3,803,1197,765,1
J17,506,2,827,1205,699,1
J7,688,3,918,1323,635,1
J20,542,2,973,1408,866,1

TT,TWT,T_max,NT,,,
6055,26975,866,17,,,
