Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J5,470,7,0,235,0,0
J14,310,3,9,257,0,0
J10,230,5,39,265,35,1
J16,374,5,42,316,0,0
J1,332,7,57,361,29,1
J18,444,8,72,412,0,0
J15,432,6,127,498,66,1
J12,540,8,136,539,0,0
J17,496,2,190,619,123,1
J9,476,8,278,652,176,1
J6,860,10,320,777,0,0
J3,636,8,411,836,200,1
J7,488,3,475,875,387,1
J13,472,8,502,917,445,1
J4,536,5,529,988,452,1
J8,688,7,577,1076,388,1
J19,500,6,611,1125,625,1
J2,472,4,661,1220,748,1
J11,564,4,725,1306,742,1
J20,576,2,736,1400,824,1

TT,TWT,T_max,NT,,,
5240,25083,824,14,,,
