Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,542,2,0,271,0,0
J14,432,3,27,370,0,0
J7,688,3,51,444,0,0
J18,584,8,106,517,0,0
J9,524,8,135,550,26,1
J3,380,8,200,634,254,1
J19,412,6,209,664,252,1
J11,446,4,231,696,250,1
J4,322,5,256,742,420,1
J13,304,8,313,784,480,1
J15,276,6,389,791,515,1
J2,322,4,427,804,482,1
J10,356,5,521,875,519,1
J16,438,5,607,929,491,1
J8,426,7,612,971,545,1
J1,448,7,685,1054,606,1
J6,452,10,762,1087,635,1
J17,506,2,841,1097,591,1
J5,632,7,932,1248,616,1
J12,720,8,961,1375,655,1

TT,TWT,T_max,NT,,,
7337,45901,655,16,,,
