Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,382,2,0,191,0,0
J3,252,8,32,211,0,0
J8,442,7,47,268,0,0
J9,414,8,85,345,0,0
J13,394,8,112,353,0,0
J12,468,8,126,425,0,0
J11,514,4,217,511,0,0
J15,450,6,293,558,108,1
J14,470,3,305,607,137,1
J1,546,7,334,665,119,1
J19,538,6,388,733,195,1
J6,554,10,456,776,222,1
J20,540,2,492,804,264,1
J16,530,5,586,899,369,1
J4,676,5,663,1001,325,1
J2,578,4,734,1057,479,1
J7,556,3,817,1110,554,1
J10,610,5,870,1191,581,1
J5,706,7,957,1313,607,1
J18,686,8,1034,1377,691,1

TT,TWT,T_max,NT,,,
4651,25540,691,13,,,
