Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,478,8,0,239,0,0
J6,508,10,32,308,0,0
J20,274,2,50,366,92,1
J2,168,4,88,379,211,1
J14,294,3,115,428,134,1
J15,704,6,120,477,0,0
J8,426,7,214,521,95,1
J17,474,2,278,606,132,1
J5,410,7,319,626,216,1
J3,384,8,330,633,249,1
J11,476,4,385,759,283,1
J16,502,5,407,824,322,1
J1,514,7,419,915,401,1
J7,578,3,490,960,382,1
J4,616,5,532,1055,439,1
J18,632,8,622,1107,475,1
J12,638,8,707,1191,553,1
J10,644,5,760,1223,579,1
J9,702,8,855,1252,550,1
J19,688,6,928,1289,601,1

TT,TWT,T_max,NT,,,
5714,33878,601,17,,,
