Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,492,2,0,246,0,0
J14,184,3,35,255,71,1
J19,476,6,75,335,0,0
J6,492,10,118,433,0,0
J10,390,5,173,464,74,1
J3,486,8,218,525,39,1
J18,482,8,245,581,99,1
J15,510,6,304,660,150,1
J7,572,3,341,754,182,1
J12,548,8,395,825,277,1
J16,514,5,438,876,362,1
J20,524,2,492,948,424,1
J4,530,5,542,983,453,1
J2,548,4,630,1013,465,1
J8,536,7,668,1046,510,1
J9,564,8,731,1123,559,1
J11,604,4,754,1177,573,1
J5,604,7,840,1240,636,1
J1,640,7,935,1344,704,1
J13,696,8,961,1422,726,1

TT,TWT,T_max,NT,,,
6304,37654,726,17,,,
