Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,184,3,0,92,0,0
J19,476,6,40,278,0,0
J10,390,5,83,326,0,0
J6,492,10,128,424,0,0
J3,486,8,183,485,0,0
J12,548,8,210,556,8,1
J16,514,5,253,607,93,1
J20,524,2,307,679,155,1
J8,536,7,357,712,176,1
J18,482,8,420,768,286,1
J15,510,6,479,847,337,1
J4,530,5,516,882,352,1
J2,548,4,604,920,372,1
J17,492,2,642,996,504,1
J9,564,8,677,1073,509,1
J11,604,4,700,1127,523,1
J13,696,8,786,1205,509,1
J5,604,7,829,1258,654,1
J7,572,3,924,1352,780,1
J1,640,7,978,1421,781,1

TT,TWT,T_max,NT,,,
6039,33258,781,15,,,
