Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,632,2,0,316,0,0
J20,610,2,2,407,0,0
J2,494,4,55,505,11,1
J11,600,4,91,543,0,0
J3,586,8,169,606,20,1
J15,388,6,170,643,255,1
J4,302,5,259,726,424,1
J10,408,5,263,734,326,1
J7,436,3,270,788,352,1
J8,486,7,302,866,380,1
J16,404,5,369,882,478,1
J5,440,7,418,901,461,1
J13,474,8,482,962,488,1
J12,526,8,580,1059,533,1
J14,544,3,644,1069,525,1
J18,648,8,704,1165,517,1
J19,572,6,783,1174,602,1
J9,596,8,862,1207,611,1
J1,650,7,935,1342,692,1
J6,688,10,972,1421,733,1

TT,TWT,T_max,NT,,,
7408,49370,733,17,,,
