Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,310,3,0,155,0,0
J10,230,5,30,204,0,0
J15,432,6,33,318,0,0
J16,374,5,42,356,0,0
J17,496,2,57,436,0,0
J19,500,6,145,473,0,0
J20,576,2,195,573,0,0
J8,688,7,252,648,0,0
J6,860,10,286,751,0,0
J3,636,8,377,810,174,1
J12,540,8,441,851,311,1
J11,564,4,495,945,381,1
J4,536,5,506,1008,472,1
J7,488,3,554,1047,559,1
J9,476,8,581,1080,604,1
J13,472,8,623,1150,678,1
J2,472,4,650,1241,769,1
J18,444,8,714,1276,832,1
J5,470,7,769,1404,934,1
J1,332,7,778,1449,1117,1

TT,TWT,T_max,NT,,,
6831,43786,1117,11,,,
