Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,340,4,0,170,0,0
J7,354,3,2,227,0,0
J12,398,8,39,276,0,0
J5,336,7,78,303,0,0
J15,350,6,96,315,0,0
J17,480,2,129,389,0,0
J10,536,5,217,508,0,0
J2,628,4,237,592,0,0
J3,658,8,329,658,0,0
J14,580,3,404,694,114,1
J18,494,8,485,797,303,1
J4,486,5,507,867,381,1
J20,474,2,601,894,420,1
J6,632,10,666,1049,417,1
J9,286,8,707,1059,773,1
J8,664,7,763,1140,476,1
J16,410,5,821,1221,811,1
J19,406,6,835,1260,854,1
J13,524,8,871,1350,826,1
J1,518,7,962,1388,870,1

TT,TWT,T_max,NT,,,
6245,41074,870,11,,,
