Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J11,636,4,9,331,0,0
J7,666,3,48,413,0,0
J19,614,6,82,502,0,0
J17,568,2,139,583,15,1
J12,614,8,175,646,32,1
J9,438,8,254,728,290,1
J18,310,8,296,746,436,1
J16,518,5,344,813,295,1
J2,650,4,373,851,201,1
J14,480,3,392,887,407,1
J8,546,7,418,939,393,1
J4,446,5,490,985,539,1
J6,484,10,552,1016,532,1
J20,528,2,645,1088,560,1
J3,586,8,740,1132,546,1
J15,646,6,839,1201,555,1
J10,662,5,911,1267,605,1
J1,730,7,976,1345,615,1
J5,768,7,1029,1418,650,1

TT,TWT,T_max,NT,,,
6671,41058,650,16,,,
