Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J17,474,2,5,242,0,0
J2,168,4,46,255,87,1
J20,274,2,73,313,39,1
J13,478,8,111,373,0,0
J5,410,7,143,393,0,0
J3,384,8,154,400,16,1
J8,426,7,209,444,18,1
J1,514,7,273,535,21,1
J11,476,4,344,631,155,1
J16,502,5,366,696,194,1
J7,578,3,378,741,163,1
J6,508,10,420,810,302,1
J18,632,8,438,862,230,1
J4,616,5,523,957,341,1
J10,644,5,613,989,345,1
J12,638,8,708,1073,435,1
J15,704,6,761,1131,427,1
J9,702,8,855,1206,504,1
J19,688,6,928,1282,594,1

TT,TWT,T_max,NT,,,
3871,24834,594,16,,,
