Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,340,4,0,170,0,0
J7,354,3,2,227,0,0
J16,410,5,39,308,0,0
J5,336,7,53,319,0,0
J15,350,6,71,330,0,0
J12,398,8,104,379,0,0
J9,286,8,143,389,103,1
J18,494,8,199,470,0,0
J17,480,2,221,534,54,1
J19,406,6,309,581,175,1
J10,536,5,345,678,142,1
J14,580,3,365,712,132,1
J8,664,7,446,823,159,1
J4,486,5,504,833,347,1
J20,474,2,598,860,386,1
J13,524,8,663,961,437,1
J1,518,7,754,1013,495,1
J2,628,4,781,1097,469,1
J6,632,10,873,1213,581,1
J3,658,8,914,1275,617,1

TT,TWT,T_max,NT,,,
4097,26291,617,13,,,
