Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J4,302,5,0,151,0,0
J17,632,2,4,321,0,0
J1,650,7,6,415,0,0
J20,610,2,43,506,0,0
J11,600,4,96,544,0,0
J3,586,8,174,607,21,1
J15,388,6,175,644,256,1
J10,408,5,264,652,244,1
J7,436,3,271,716,280,1
J2,494,4,303,814,320,1
J8,486,7,339,892,406,1
J16,404,5,406,908,504,1
J5,440,7,455,927,487,1
J13,474,8,519,988,514,1
J12,526,8,617,1085,559,1
J14,544,3,681,1095,551,1
J18,648,8,741,1191,543,1
J19,572,6,820,1200,628,1
J9,596,8,899,1229,633,1
J6,688,10,972,1336,648,1

TT,TWT,T_max,NT,,,
6594,43708,648,15,,,
