Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,236,8,0,118,0,0
J5,210,7,16,140,0,0
J13,558,8,30,309,0,0
J9,524,8,102,371,0,0
J6,682,10,148,489,0,0
J8,358,7,240,539,181,1
J12,348,8,317,626,278,1
J16,692,5,320,690,0,0
J10,380,5,379,751,371,1
J1,396,7,420,806,410,1
J20,412,2,481,822,410,1
J17,556,2,544,884,328,1
J19,468,6,578,917,449,1
J18,496,8,620,970,474,1
J7,502,3,686,1013,511,1
J15,554,6,753,1104,550,1
J4,582,5,806,1188,606,1
J14,632,3,848,1228,596,1
J11,618,4,943,1252,634,1
J2,732,4,1021,1387,655,1

TT,TWT,T_max,NT,,,
6453,30985,655,14,,,
