Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,492,10,0,246,0,0
J7,572,3,55,351,0,0
J18,482,8,109,407,0,0
J15,510,6,168,486,0,0
J10,390,5,205,517,127,1
J17,492,2,250,593,101,1
J9,564,8,285,670,106,1
J14,184,3,308,679,495,1
J3,486,8,348,740,254,1
J12,548,8,375,811,263,1
J16,514,5,418,862,348,1
J20,524,2,472,934,410,1
J4,530,5,522,969,439,1
J2,548,4,610,999,451,1
J8,536,7,648,1032,496,1
J19,476,6,711,1112,636,1
J5,604,7,754,1165,561,1
J11,604,4,849,1219,615,1
J1,640,7,935,1288,648,1
J13,696,8,961,1366,670,1

TT,TWT,T_max,NT,,,
6620,37436,670,16,,,
