Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J2,168,4,0,84,0,0
J20,274,2,27,164,0,0
J14,294,3,65,234,0,0
J16,502,5,70,337,0,0
J8,426,7,82,381,0,0
J1,514,7,146,472,0,0
J7,578,3,217,517,0,0
J4,616,5,259,612,0,0
J15,704,6,349,701,0,0
J9,702,8,443,794,92,1
J19,688,6,516,870,182,1
J18,632,8,591,1001,369,1
J10,644,5,676,1078,434,1
J12,638,8,771,1190,552,1
J6,508,10,824,1259,751,1
J17,474,2,842,1344,870,1
J13,478,8,883,1404,926,1
J5,410,7,915,1424,1014,1
J11,476,4,926,1560,1084,1
J3,384,8,948,1567,1183,1

TT,TWT,T_max,NT,,,
7457,48922,1183,11,,,
