Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,486,8,0,243,0,0
J14,184,3,27,252,68,1
J19,476,6,67,332,0,0
J10,390,5,110,363,0,0
J6,492,10,155,461,0,0
J12,548,8,210,532,0,0
J9,564,8,253,609,45,1
J8,536,7,276,642,106,1
J18,482,8,339,698,216,1
J15,510,6,398,777,267,1
J1,640,7,435,846,206,1
J4,530,5,461,881,351,1
J13,696,8,549,959,263,1
J5,604,7,592,1016,412,1
J2,548,4,687,1047,499,1
J16,514,5,725,1098,584,1
J11,604,4,779,1156,552,1
J7,572,3,865,1250,678,1
J20,524,2,919,1322,798,1
J17,492,2,969,1398,906,1

TT,TWT,T_max,NT,,,
5951,25387,906,15,,,
