Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,478,8,0,239,0,0
J6,508,10,32,308,0,0
J20,274,2,50,366,92,1
J2,168,4,88,379,211,1
J14,294,3,115,428,134,1
J8,426,7,120,472,46,1
J17,474,2,184,557,83,1
J5,410,7,225,577,167,1
J3,384,8,236,584,200,1
J11,476,4,291,678,202,1
J16,502,5,313,743,241,1
J19,688,6,325,751,63,1
J1,514,7,400,842,328,1
J7,578,3,471,887,309,1
J4,616,5,513,982,366,1
J18,632,8,603,1034,402,1
J15,704,6,688,1083,379,1
J12,638,8,782,1167,529,1
J10,644,5,835,1199,555,1
J9,702,8,930,1281,579,1

TT,TWT,T_max,NT,,,
4886,29260,579,18,,,
