Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,412,2,0,206,0,0
J12,252,8,13,260,8,1
J6,320,10,26,278,0,0
J9,504,8,66,356,0,0
J1,322,7,75,364,42,1
J2,466,4,109,469,3,1
J3,484,8,129,514,30,1
J18,578,8,186,554,0,0
J15,566,6,256,618,52,1
J13,600,8,339,656,56,1
J5,540,7,417,731,191,1
J16,598,5,479,836,238,1
J19,752,6,531,907,155,1
J8,766,7,571,993,227,1
J11,504,4,665,1004,500,1
J10,518,5,751,1093,575,1
J14,534,3,813,1136,602,1
J4,518,5,859,1191,673,1
J7,638,3,906,1254,616,1
J20,590,2,980,1313,723,1

TT,TWT,T_max,NT,,,
4691,19756,723,16,,,
