Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J10,230,5,0,115,0,0
J15,432,6,3,238,0,0
J14,310,3,12,260,0,0
J16,374,5,42,302,0,0
J17,496,2,57,382,0,0
J19,500,6,145,419,0,0
J20,576,2,195,532,0,0
J3,636,8,252,592,0,0
J8,688,7,316,677,0,0
J6,860,10,350,783,0,0
J12,540,8,441,824,284,1
J11,564,4,495,920,356,1
J4,536,5,506,983,447,1
J7,488,3,554,1022,534,1
J9,476,8,581,1055,579,1
J13,472,8,623,1146,674,1
J2,472,4,650,1237,765,1
J18,444,8,714,1272,828,1
J5,470,7,769,1400,930,1
J1,332,7,778,1445,1113,1

TT,TWT,T_max,NT,,,
6510,41542,1113,10,,,
