Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J16,438,5,9,269,0,0
J13,304,8,14,311,7,1
J15,276,6,90,323,47,1
J10,356,5,128,396,40,1
J19,412,6,214,426,14,1
J18,584,8,236,551,0,0
J11,446,4,265,583,137,1
J6,452,10,290,616,164,1
J9,524,8,369,649,125,1
J8,426,7,434,691,265,1
J4,322,5,507,737,415,1
J1,448,7,564,820,372,1
J20,542,2,641,924,382,1
J12,720,8,668,1028,308,1
J5,632,7,707,1089,457,1
J2,322,4,736,1102,780,1
J14,432,3,830,1201,769,1
J17,506,2,854,1209,703,1
J7,688,3,945,1327,639,1

TT,TWT,T_max,NT,,,
5624,25521,780,17,,,
