Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J27,696,10,0,348,0,0
J6,678,10,57,412,0,0
J17,750,2,112,488,0,0
J26,632,1,154,576,0,0
J41,624,9,161,613,0,0
J33,750,5,190,694,0,0
J49,954,7,253,788,0,0
J46,904,5,285,868,0,0
J8,1118,7,350,957,0,0
J37,1108,9,432,1064,0,0
J24,1174,6,460,1091,0,0
J25,1140,9,509,1113,0,0
J19,1440,6,587,1348,0,0
J5,1486,7,646,1434,0,0
J14,1376,3,745,1478,102,1
J50,1344,8,832,1564,220,1
J47,1326,2,893,1630,304,1
J39,1298,2,965,1727,429,1
J4,1166,5,1041,1783,617,1
J43,1172,10,1114,1928,756,1
J29,1114,7,1191,1986,872,1
J35,1108,7,1254,2055,947,1
J9,1084,8,1346,2138,1054,1
J16,1088,5,1348,2218,1130,1
J28,1082,3,1358,2305,1223,1
J10,1082,5,1368,2367,1285,1
J7,1078,3,1413,2429,1351,1
J1,1068,7,1492,2535,1467,1
J22,948,1,1521,2582,1634,1
J11,1062,4,1592,2633,1571,1
J45,1056,10,1637,2696,1640,1
J30,1056,4,1710,2783,1727,1
J32,1056,3,1783,2875,1819,1
J12,1036,8,1805,2883,1847,1
J15,1014,6,1846,2967,1953,1
J44,1034,9,1898,3099,2065,1
J42,1032,2,1979,3197,2165,1
J3,1022,8,1984,3263,2241,1
J31,902,9,2047,3315,2413,1
J38,944,7,2138,3335,2391,1
J20,928,2,2224,3362,2434,1
J2,930,4,2269,3396,2466,1
J36,810,5,2297,3436,2626,1
J13,856,8,2388,3468,2612,1
J23,842,10,2414,3481,2639,1
J34,838,3,2458,3522,2684,1
J21,820,5,2556,3626,2806,1
J48,788,4,2610,3711,2923,1
J18,786,8,2671,3754,2968,1
J40,768,4,2743,3807,3039,1

TT,TWT,T_max,NT,,,
62420,352704,3039,36,,,
