Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,656,8,0,328,0,0
J21,560,5,23,434,0,0
J39,768,2,55,461,0,0
J28,488,3,129,485,0,0
J17,826,2,140,605,0,0
J32,822,3,159,693,0,0
J31,784,9,233,754,0,0
J26,940,1,302,864,0,0
J30,1044,4,317,876,0,0
J5,934,7,389,934,0,0
J12,1096,8,419,1077,0,0
J46,1106,5,481,1099,0,0
J16,1248,5,515,1200,0,0
J10,1370,5,613,1318,0,0
J42,1180,2,710,1398,218,1
J3,1050,8,750,1434,384,1
J38,930,7,842,1520,590,1
J2,1178,4,855,1676,498,1
J43,928,10,933,1748,820,1
J7,918,3,992,1784,866,1
J36,914,5,1008,1841,927,1
J37,1148,9,1096,1906,758,1
J25,986,9,1146,1934,948,1
J20,892,2,1223,2012,1120,1
J40,828,4,1279,2046,1218,1
J4,1026,5,1295,2133,1107,1
J8,1018,7,1361,2221,1203,1
J14,880,3,1409,2299,1419,1
J15,878,6,1452,2377,1499,1
J33,1122,5,1473,2477,1355,1
J49,1120,7,1521,2490,1370,1
J22,1018,1,1584,2586,1568,1
J34,870,3,1670,2637,1767,1
J23,1094,10,1720,2712,1618,1
J9,1004,8,1805,2825,1821,1
J48,966,4,1835,2879,1913,1
J11,868,4,1857,2945,2077,1
J47,1072,2,1911,3072,2000,1
J24,1064,6,1918,3131,2067,1
J19,1064,6,2006,3218,2154,1
J41,830,9,2086,3286,2456,1
J18,1342,8,2177,3442,2100,1
J1,968,7,2194,3539,2571,1
J27,964,10,2250,3614,2650,1
J35,950,7,2298,3708,2758,1
J6,1060,10,2339,3772,2712,1
J44,976,9,2365,3786,2810,1
J29,946,7,2393,3846,2900,1
J45,1052,10,2426,3889,2837,1
J50,1324,8,2487,3978,2654,1

TT,TWT,T_max,NT,,,
59733,399023,2900,36,,,
