Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J1,1222,7,0,611,0,0
J48,1154,4,18,653,0,0
J16,1212,5,64,756,0,0
J34,1018,3,117,795,0,0
J3,1232,8,164,894,0,0
J6,1104,10,237,986,0,0
J26,1232,1,247,1046,0,0
J7,1102,3,327,1121,19,1
J20,1226,2,385,1218,0,0
J24,1026,6,432,1283,257,1
J17,1022,2,493,1370,348,1
J9,914,8,544,1400,486,1
J8,908,7,586,1453,545,1
J44,926,9,656,1489,563,1
J49,768,7,660,1576,808,1
J38,812,7,674,1597,785,1
J27,818,10,707,1670,852,1
J29,962,7,712,1703,741,1
J15,734,6,761,1781,1047,1
J41,724,9,831,1826,1102,1
J14,722,3,868,1847,1125,1
J40,938,4,946,1875,937,1
J28,936,3,958,1949,1013,1
J21,670,5,1040,1971,1301,1
J39,886,2,1070,2000,1114,1
J19,656,6,1122,2039,1383,1
J30,1030,4,1149,2092,1062,1
J22,1138,1,1160,2174,1036,1
J37,818,9,1197,2177,1359,1
J2,812,4,1291,2180,1368,1
J10,792,5,1368,2239,1447,1
J4,844,5,1389,2326,1482,1
J45,836,10,1480,2331,1495,1
J12,882,8,1530,2416,1534,1
J23,906,10,1618,2437,1531,1
J42,956,2,1681,2439,1483,1
J13,998,8,1728,2502,1504,1
J47,1092,2,1819,2578,1486,1
J11,1204,4,1877,2673,1469,1
J33,1016,5,1888,2684,1668,1
J43,1078,10,1945,2737,1659,1
J36,1152,5,1984,2804,1652,1
J50,1124,8,2076,2808,1684,1
J46,1186,5,2160,2887,1701,1
J32,1218,3,2250,2956,1738,1
J5,1230,7,2328,3025,1795,1
J18,1250,8,2424,3077,1827,1
J31,1352,9,2520,3196,1844,1
J25,1500,9,2599,3349,1849,1
J35,1554,7,2672,3449,1895,1

TT,TWT,T_max,NT,,,
51994,321390,1895,42,,,
