Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J31,956,9,0,478,0,0
J5,772,7,2,548,0,0
J41,1122,9,9,677,0,0
J14,1216,3,47,790,0,0
J1,1140,7,78,865,0,0
J11,1144,4,127,921,0,0
J49,1056,7,199,924,0,0
J23,1060,10,224,1047,0,0
J22,978,1,248,1101,123,1
J25,1050,9,281,1117,67,1
J36,1048,5,300,1199,151,1
J48,1006,4,358,1298,292,1
J37,896,9,409,1357,461,1
J18,872,8,442,1393,521,1
J42,746,2,457,1412,666,1
J44,750,9,510,1493,743,1
J9,706,8,540,1499,793,1
J20,638,2,545,1580,942,1
J46,844,5,547,1678,834,1
J28,980,3,600,1731,751,1
J19,816,6,649,1749,933,1
J40,1042,4,688,1832,790,1
J21,1116,5,741,1889,773,1
J8,936,7,796,1921,985,1
J34,964,3,889,2005,1041,1
J13,846,8,962,2028,1182,1
J17,974,2,987,2055,1081,1
J10,790,5,1005,2123,1333,1
J7,850,3,1039,2128,1278,1
J29,836,7,1095,2201,1365,1
J39,972,2,1190,2252,1280,1
J33,842,5,1250,2281,1439,1
J27,926,10,1287,2307,1381,1
J2,1186,4,1385,2450,1264,1
J45,932,10,1395,2463,1531,1
J3,942,8,1409,2502,1560,1
J16,1042,5,1439,2555,1513,1
J24,986,6,1508,2575,1589,1
J6,1062,10,1527,2618,1556,1
J50,1016,8,1550,2639,1623,1
J30,1052,4,1600,2649,1597,1
J35,1204,7,1671,2733,1529,1
J12,1226,8,1762,2805,1579,1
J15,1340,6,1840,2855,1515,1
J32,1150,3,1913,2948,1798,1
J38,1148,7,1968,2980,1832,1
J4,1204,5,2046,3061,1857,1
J26,1224,1,2131,3103,1879,1
J43,1326,10,2228,3194,1868,1
J47,1632,2,2318,3361,1729,1

TT,TWT,T_max,NT,,,
49024,280336,1879,42,,,
