Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J4,322,5,0,161,0,0
J13,304,8,57,209,0,0
J15,276,6,133,271,0,0
J20,542,2,171,442,0,0
J18,584,8,198,523,0,0
J7,688,3,227,612,0,0
J12,720,8,282,688,0,0
J5,632,7,321,749,117,1
J19,412,6,350,829,417,1
J9,524,8,372,863,339,1
J17,506,2,437,902,396,1
J6,452,10,528,937,485,1
J11,446,4,607,996,550,1
J1,448,7,632,1079,631,1
J8,426,7,709,1121,695,1
J16,438,5,782,1175,737,1
J14,432,3,787,1274,842,1
J10,356,5,811,1345,989,1
J3,380,8,897,1429,1049,1
J2,322,4,906,1442,1120,1

TT,TWT,T_max,NT,,,
8367,47185,1120,13,,,
