Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,184,3,0,92,0,0
J19,476,6,40,278,0,0
J10,390,5,83,326,0,0
J7,572,3,128,420,0,0
J12,548,8,182,493,0,0
J1,640,7,225,582,0,0
J13,696,8,251,660,0,0
J11,604,4,294,714,110,1
J5,604,7,380,781,177,1
J2,548,4,475,812,264,1
J8,536,7,513,856,320,1
J9,564,8,576,1017,453,1
J4,530,5,599,1058,528,1
J16,514,5,687,1109,595,1
J20,524,2,741,1216,692,1
J6,492,10,791,1314,822,1
J15,510,6,846,1393,883,1
J3,486,8,883,1454,968,1
J17,492,2,910,1530,1038,1
J18,482,8,945,1586,1104,1

TT,TWT,T_max,NT,,,
7954,47768,1104,13,,,
