Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J20,274,2,0,137,0,0
J2,168,4,38,150,0,0
J14,294,3,65,240,0,0
J16,502,5,70,343,0,0
J8,426,7,82,387,0,0
J1,514,7,146,478,0,0
J4,616,5,217,573,0,0
J15,704,6,307,659,0,0
J9,702,8,401,752,50,1
J19,688,6,474,828,140,1
J18,632,8,549,959,327,1
J10,644,5,634,1036,392,1
J12,638,8,729,1148,510,1
J7,578,3,782,1194,616,1
J6,508,10,824,1277,769,1
J17,474,2,842,1362,888,1
J13,478,8,883,1422,944,1
J5,410,7,915,1442,1032,1
J11,476,4,926,1603,1127,1
J3,384,8,948,1610,1226,1

TT,TWT,T_max,NT,,,
8021,50302,1226,12,,,
