Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J12,398,8,0,199,0,0
J7,354,3,39,261,0,0
J11,340,4,76,323,0,0
J5,336,7,78,334,0,0
J15,350,6,96,345,0,0
J17,480,2,129,418,0,0
J10,536,5,217,521,0,0
J8,664,7,237,644,0,0
J3,658,8,295,706,48,1
J2,628,4,370,790,162,1
J6,632,10,462,883,251,1
J14,580,3,503,917,337,1
J13,524,8,584,1007,483,1
J1,518,7,675,1045,527,1
J4,486,5,702,1055,569,1
J18,494,8,796,1085,591,1
J20,474,2,818,1112,638,1
J16,410,5,883,1205,795,1
J19,406,6,897,1267,861,1
J9,286,8,933,1277,991,1

TT,TWT,T_max,NT,,,
6253,38024,991,12,,,
