Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J1,1138,7,0,569,0,0
J2,1288,4,65,760,0,0
J3,724,8,69,854,130,1
J4,1096,5,79,855,0,0
J5,810,7,166,928,118,1
J6,1152,10,197,986,0,0
J7,904,3,249,987,83,1
J8,1170,7,284,1103,0,0
J9,1050,8,373,1256,206,1
J10,1040,5,401,1353,313,1
J11,880,4,446,1420,540,1
J12,898,8,470,1421,523,1
J13,1280,8,538,1512,232,1
J14,1210,3,632,1621,411,1
J15,840,6,703,1683,843,1
J16,930,5,773,1692,762,1
J17,1004,2,775,1780,776,1
J18,1142,8,858,1816,674,1
J19,922,6,943,1920,998,1
J20,962,2,1040,1951,989,1
J21,984,5,1105,2056,1072,1
J22,1192,1,1169,2109,917,1
J23,740,10,1207,2156,1416,1
J24,794,6,1261,2261,1467,1
J25,1056,9,1287,2315,1259,1
J26,910,1,1327,2411,1501,1
J27,972,10,1402,2459,1487,1
J28,838,3,1461,2531,1693,1
J29,1286,7,1499,2627,1341,1
J30,1252,4,1539,2718,1466,1
J31,880,9,1628,2767,1887,1
J32,940,3,1692,2859,1919,1
J33,952,5,1776,2862,1910,1
J34,944,3,1823,2907,1963,1
J35,886,7,1885,2935,2049,1
J36,1376,5,1959,2972,1596,1
J37,892,9,1997,3023,2131,1
J38,848,7,2076,3119,2271,1
J39,970,2,2133,3207,2237,1
J40,888,4,2141,3290,2402,1
J41,862,9,2187,3314,2452,1
J42,874,2,2214,3372,2498,1
J43,1136,10,2242,3393,2257,1
J44,820,9,2304,3418,2598,1
J45,686,10,2338,3430,2744,1
J46,1300,5,2356,3549,2249,1
J47,1044,2,2419,3607,2563,1
J48,1288,4,2493,3655,2367,1
J49,1006,7,2519,3692,2686,1
J50,1124,8,2547,3736,2612,1

TT,TWT,T_max,NT,,,
66608,391463,2744,45,,,
