Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J1,758,7,0,379,0,0
J2,1062,4,12,543,0,0
J3,722,8,84,615,0,0
J4,1168,5,102,722,0,0
J5,992,7,187,732,0,0
J6,1132,10,229,927,0,0
J7,810,3,305,943,133,1
J8,1334,7,318,1060,0,0
J9,952,8,400,1145,193,1
J10,846,5,435,1237,391,1
J11,844,4,468,1294,450,1
J12,1110,8,544,1429,319,1
J13,1014,8,563,1478,464,1
J14,882,3,657,1553,671,1
J15,990,6,750,1568,578,1
J16,1282,5,814,1645,363,1
J17,938,2,896,1689,751,1
J18,978,8,956,1722,744,1
J19,1232,6,964,1874,642,1
J20,1174,2,1030,1954,780,1
J21,1234,5,1086,2046,812,1
J22,726,1,1126,2064,1338,1
J23,840,10,1137,2134,1294,1
J24,738,6,1149,2156,1418,1
J25,988,9,1169,2178,1190,1
J26,926,1,1230,2256,1330,1
J27,1018,10,1302,2262,1244,1
J28,834,3,1354,2362,1528,1
J29,1114,7,1416,2456,1342,1
J30,1004,4,1501,2501,1497,1
J31,956,9,1568,2558,1602,1
J32,1038,3,1635,2638,1600,1
J33,828,5,1703,2734,1906,1
J34,1120,3,1721,2828,1708,1
J35,782,7,1731,2833,2051,1
J36,1210,5,1732,2861,1651,1
J37,1100,9,1824,2924,1824,1
J38,896,7,1890,3005,2109,1
J39,1240,2,1912,3093,1853,1
J40,1012,4,2007,3126,2114,1
J41,1096,9,2066,3192,2096,1
J42,698,2,2145,3222,2524,1
J43,1038,10,2170,3233,2195,1
J44,880,9,2213,3293,2413,1
J45,968,10,2264,3384,2416,1
J46,742,5,2333,3416,2674,1
J47,912,2,2360,3447,2535,1
J48,634,4,2393,3453,2819,1
J49,828,7,2469,3590,2762,1
J50,852,8,2481,3685,2833,1

TT,TWT,T_max,NT,,,
63157,366694,2833,43,,,
