Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,432,3,0,216,0,0
J15,276,6,24,223,0,0
J3,380,8,62,324,0,0
J4,322,5,71,370,48,1
J16,438,5,128,424,0,0
J9,524,8,133,457,0,0
J13,304,8,198,499,195,1
J19,412,6,274,529,117,1
J11,446,4,296,571,125,1
J1,448,7,321,654,206,1
J20,542,2,398,729,187,1
J12,720,8,425,786,66,1
J6,452,10,464,819,367,1
J8,426,7,543,861,435,1
J18,584,8,616,937,353,1
J17,506,2,645,945,439,1
J5,632,7,736,1056,424,1
J2,322,4,765,1069,747,1
J10,356,5,859,1140,784,1
J7,688,3,945,1289,601,1

TT,TWT,T_max,NT
5094,27442,784,15

Metric,Value
Objective optimized,TT
Runtime (s),0.7088649272918701
Iterations,10
k,4
Seed,42
