Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,632,10,0,316,0,0
J10,536,5,41,356,0,0
J14,580,3,61,390,0,0
J8,664,7,142,503,0,0
J19,406,6,200,542,136,1
J16,410,5,236,623,213,1
J12,398,8,250,672,274,1
J5,336,7,289,683,347,1
J15,350,6,307,694,344,1
J9,286,8,340,704,418,1
J11,340,4,396,766,426,1
J7,354,3,398,823,469,1
J18,494,8,435,844,350,1
J13,524,8,457,934,410,1
J1,518,7,548,975,457,1
J20,474,2,575,1002,528,1
J17,480,2,640,1053,573,1
J4,486,5,728,1064,578,1
J2,628,4,822,1160,532,1
J3,658,8,914,1243,585,1

TT,TWT,T_max,NT
6640,36200,585,16

Metric,Value
Objective optimized,T_max
Runtime (s),0.8472490310668945
Iterations,10
k,4
Seed,42
