Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J11,636,4,9,331,0,0
J9,438,8,48,413,0,0
J18,310,8,90,431,121,1
J16,518,5,138,498,0,0
J2,650,4,167,546,0,0
J14,480,3,186,582,102,1
J4,446,5,212,628,182,1
J6,484,10,274,659,175,1
J15,646,6,367,737,91,1
J10,662,5,439,811,149,1
J1,730,7,504,889,159,1
J8,546,7,557,916,370,1
J12,614,8,629,979,365,1
J19,614,6,708,1060,446,1
J3,586,8,765,1104,518,1
J20,528,2,864,1176,648,1
J17,568,2,959,1257,689,1
J7,666,3,995,1367,701,1
J5,768,7,1029,1446,678,1

TT,TWT,T_max,NT
5394,28191,701,15

Metric,Value
Objective optimized,TT
Runtime (s),0.437122106552124
Iterations,5
k,4
Seed,42
