Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,382,2,0,191,0,0
J3,252,8,32,211,0,0
J8,442,7,47,268,0,0
J9,414,8,85,345,0,0
J15,450,6,112,392,0,0
J13,394,8,124,400,6,1
J12,468,8,138,472,4,1
J11,514,4,229,570,56,1
J14,470,3,305,619,149,1
J1,546,7,334,677,131,1
J19,538,6,388,745,207,1
J6,554,10,456,780,226,1
J5,706,7,492,864,158,1
J7,556,3,569,917,361,1
J10,610,5,622,946,336,1
J20,540,2,709,992,452,1
J16,530,5,803,1094,564,1
J2,578,4,880,1170,592,1
J4,676,5,963,1301,625,1
J18,686,8,1034,1389,703,1

TT,TWT,T_max,NT
4570,23880,703,15

Metric,Value
Objective optimized,TT
Runtime (s),0.7623488903045654
Iterations,10
k,4
Seed,42
