Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J9,438,8,9,273,0,0
J18,310,8,51,291,0,0
J16,518,5,99,360,0,0
J2,650,4,128,469,0,0
J14,480,3,147,505,25,1
J6,484,10,173,536,52,1
J19,614,6,266,627,13,1
J8,546,7,323,662,116,1
J12,614,8,395,735,121,1
J3,586,8,474,779,193,1
J15,646,6,573,923,277,1
J10,662,5,645,997,335,1
J1,730,7,710,1075,345,1
J5,768,7,763,1152,384,1
J4,446,5,851,1198,752,1
J20,528,2,913,1270,742,1
J11,636,4,1008,1360,724,1
J7,666,3,1047,1418,752,1
J17,568,2,1081,1499,931,1

TT,TWT,T_max,NT
5762,24695,931,15

Metric,Value
Objective optimized,TWT
Runtime (s),0.5681881904602051
Iterations,10
k,4
Seed,42
