Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J4,302,5,0,151,0,0
J10,408,5,4,208,0,0
J12,526,8,11,327,0,0
J1,650,7,75,421,0,0
J16,404,5,112,437,33,1
J3,586,8,161,500,0,0
J9,596,8,162,529,0,0
J5,440,7,235,548,108,1
J13,474,8,299,609,135,1
J8,486,7,397,687,201,1
J18,648,8,464,788,140,1
J7,436,3,543,842,406,1
J6,688,10,575,921,233,1
J19,572,6,649,935,363,1
J15,388,6,728,1009,621,1
J2,494,4,817,1107,613,1
J11,600,4,853,1153,553,1
J14,544,3,931,1203,659,1
J20,610,2,991,1339,729,1
J17,632,2,1044,1422,790,1

TT,TWT,T_max,NT
5584,23659,790,14

Metric,Value
Objective optimized,TWT
Runtime (s),0.5712110996246338
Iterations,10
k,4
Seed,42
