Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J11,340,4,0,170,0,0
J7,354,3,2,227,0,0
J5,336,7,39,271,0,0
J15,350,6,57,283,0,0
J9,286,8,90,293,7,1
J12,398,8,146,391,0,0
J16,410,5,185,472,62,1
J18,494,8,199,493,0,0
J19,406,6,221,564,158,1
J14,580,3,257,598,18,1
J17,480,2,338,649,169,1
J6,632,10,426,771,139,1
J10,536,5,467,811,275,1
J20,474,2,487,838,364,1
J4,486,5,552,862,376,1
J13,524,8,646,968,444,1
J1,518,7,737,1009,491,1
J2,628,4,764,1093,465,1
J8,664,7,856,1188,524,1
J3,658,8,914,1250,592,1

TT,TWT,T_max,NT
4084,24332,592,14

Metric,Value
Objective optimized,TT
Runtime (s),0.8766641616821289
Iterations,10
k,4
Seed,42
