Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,380,8,0,190,0,0
J15,276,6,9,197,0,0
J14,432,3,47,296,0,0
J4,322,5,71,342,20,1
J13,304,8,128,384,80,1
J16,438,5,204,438,0,0
J18,584,8,209,525,0,0
J5,632,7,238,575,0,0
J12,720,8,267,702,0,0
J8,426,7,306,744,318,1
J19,412,6,379,776,364,1
J11,446,4,401,821,375,1
J9,524,8,426,854,330,1
J2,322,4,491,867,545,1
J1,448,7,585,950,502,1
J20,542,2,662,1030,488,1
J6,452,10,689,1063,611,1
J17,506,2,768,1071,565,1
J10,356,5,859,1142,786,1
J7,688,3,945,1289,601,1

TT,TWT,T_max,NT
5585,28933,786,13

Metric,Value
Objective optimized,NT
Runtime (s),0.6609268188476562
Iterations,10
k,4
Seed,42
