Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J6,320,10,0,160,0,0
J12,252,8,40,214,0,0
J17,412,2,53,297,0,0
J1,322,7,66,305,0,0
J2,466,4,100,418,0,0
J3,484,8,120,463,0,0
J9,504,8,177,517,13,1
J11,504,4,186,528,24,1
J10,518,5,272,617,99,1
J14,534,3,334,658,124,1
J4,518,5,380,713,195,1
J20,590,2,427,764,174,1
J5,540,7,487,845,305,1
J7,638,3,549,904,266,1
J13,600,8,623,942,342,1
J15,566,6,701,1006,440,1
J16,598,5,784,1118,520,1
J18,578,8,836,1154,576,1
J19,752,6,906,1282,530,1
J8,766,7,946,1368,602,1

TT,TWT,T_max,NT
4210,25301,602,14

Metric,Value
Objective optimized,TT
Runtime (s),0.4927999973297119
Iterations,5
k,4
Seed,42
