Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J12,252,8,0,126,0,0
J6,320,10,13,180,0,0
J17,412,2,53,276,0,0
J1,322,7,66,284,0,0
J2,466,4,100,396,0,0
J3,484,8,120,441,0,0
J9,504,8,177,500,0,0
J15,566,6,186,564,0,0
J18,578,8,269,616,38,1
J4,518,5,339,671,153,1
J10,518,5,386,760,242,1
J13,600,8,448,798,198,1
J5,540,7,526,873,333,1
J16,598,5,588,971,373,1
J19,752,6,640,1032,280,1
J8,766,7,680,1118,352,1
J14,534,3,774,1160,626,1
J11,504,4,820,1171,667,1
J7,638,3,906,1277,639,1
J20,590,2,980,1336,746,1

TT,TWT,T_max,NT
4647,20158,746,12

Metric,Value
Objective optimized,TWT
Runtime (s),0.6776928901672363
Iterations,10
k,4
Seed,42
