Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J11,476,4,70,312,0,0
J5,410,7,92,332,0,0
J8,426,7,103,376,0,0
J6,508,10,167,451,0,0
J7,578,3,185,513,0,0
J10,644,5,227,607,0,0
J19,688,6,322,680,0,0
J3,384,8,397,687,303,1
J1,514,7,452,794,280,1
J13,478,8,523,881,403,1
J12,638,8,555,965,327,1
J18,632,8,608,1020,388,1
J16,502,5,693,1085,583,1
J9,702,8,705,1122,420,1
J4,616,5,778,1217,601,1
J17,474,2,868,1302,828,1
J15,704,6,909,1351,647,1

TT,TWT,T_max,NT
4780,28146,828,10

Metric,Value
Objective optimized,NT
Runtime (s),0.42005395889282227
Iterations,5
k,4
Seed,42
