Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J3,236,8,0,118,0,0
J5,210,7,16,140,0,0
J8,358,7,30,209,0,0
J12,348,8,107,317,0,0
J10,380,5,110,378,0,0
J1,396,7,151,433,37,1
J19,468,6,212,466,0,0
J14,632,3,254,570,0,0
J2,732,4,349,715,0,0
J9,524,8,435,834,310,1
J18,496,8,481,887,391,1
J20,412,2,547,911,499,1
J15,554,6,610,1002,448,1
J13,558,8,663,1101,543,1
J7,502,3,735,1144,642,1
J4,582,5,802,1228,646,1
J6,682,10,844,1279,597,1
J17,556,2,936,1341,785,1
J16,692,5,970,1405,713,1
J11,618,4,1029,1415,797,1

TT,TWT,T_max,NT
6408,33346,797,12

Metric,Value
Objective optimized,NT
Runtime (s),0.7039649486541748
Iterations,10
k,4
Seed,42
