Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J11,476,4,70,312,0,0
J13,478,8,92,374,0,0
J6,508,10,124,443,0,0
J5,410,7,142,463,53,1
J8,426,7,153,510,84,1
J16,502,5,217,575,73,1
J7,578,3,229,637,59,1
J10,644,5,271,726,82,1
J3,384,8,366,733,349,1
J1,514,7,421,824,310,1
J18,632,8,492,876,244,1
J12,638,8,577,962,324,1
J17,474,2,630,1047,573,1
J19,688,6,671,1055,367,1
J4,616,5,746,1150,534,1
J15,704,6,836,1199,495,1
J9,702,8,930,1281,579,1

TT,TWT,T_max,NT
4126,25037,579,14

Metric,Value
Objective optimized,T_max
Runtime (s),0.7311000823974609
Iterations,10
k,4
Seed,42
