Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J15,510,6,0,255,0,0
J14,184,3,37,264,80,1
J3,486,8,77,325,0,0
J18,482,8,104,381,0,0
J10,390,5,163,412,22,1
J6,492,10,208,510,18,1
J12,548,8,263,581,33,1
J1,640,7,306,652,12,1
J8,536,7,332,685,149,1
J19,476,6,395,765,289,1
J9,564,8,438,842,278,1
J5,604,7,461,895,291,1
J13,696,8,556,973,277,1
J4,530,5,599,1008,478,1
J16,514,5,687,1059,545,1
J11,604,4,741,1113,509,1
J2,548,4,827,1159,611,1
J17,492,2,865,1235,743,1
J7,572,3,900,1329,757,1
J20,524,2,954,1401,877,1

TT,TWT,T_max,NT
5969,25238,877,17

Metric,Value
Objective optimized,TWT
Runtime (s),0.5571520328521729
Iterations,10
k,4
Seed,42
