Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J14,294,3,0,147,0,0
J2,168,4,5,160,0,0
J20,274,2,32,218,0,0
J11,476,4,70,312,0,0
J5,410,7,92,332,0,0
J8,426,7,103,376,0,0
J17,474,2,167,461,0,0
J6,508,10,208,530,22,1
J7,578,3,226,575,0,0
J16,502,5,268,640,138,1
J3,384,8,280,647,263,1
J18,632,8,335,699,67,1
J1,514,7,420,790,276,1
J13,478,8,491,850,372,1
J9,702,8,523,880,178,1
J12,638,8,596,995,357,1
J19,688,6,649,1016,328,1
J4,616,5,724,1111,495,1
J15,704,6,814,1182,478,1
J10,644,5,908,1263,619,1

TT,TWT,T_max,NT
3593,23144,619,12

Metric,Value
Objective optimized,TT
Runtime (s),0.8888671398162842
Iterations,10
k,4
Seed,42
