Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J17,412,2,0,206,0,0
J14,534,3,13,280,0,0
J12,252,8,59,334,82,1
J6,320,10,72,355,35,1
J9,504,8,112,472,0,0
J7,638,3,121,545,0,0
J1,322,7,195,553,231,1
J15,566,6,229,617,51,1
J2,466,4,312,708,242,1
J4,518,5,332,763,245,1
J20,590,2,379,782,192,1
J5,540,7,439,857,317,1
J13,600,8,501,895,295,1
J3,484,8,579,940,456,1
J11,504,4,636,951,447,1
J10,518,5,722,1040,522,1
J16,598,5,784,1138,540,1
J18,578,8,836,1174,596,1
J19,752,6,906,1282,530,1
J8,766,7,946,1368,602,1

TT,TWT,T_max,NT
5383,32993,602,16

Metric,Value
Objective optimized,T_max
Runtime (s),0.6452391147613525
Iterations,10
k,4
Seed,42
