Job,Due date,Weight,Start M1,Completion Cj,Tardiness,Tardy
J13,382,8,0,191,0,0
J9,438,8,9,273,0,0
J18,310,8,51,291,0,0
J16,518,5,99,360,0,0
J14,480,3,128,396,0,0
J4,446,5,154,442,0,0
J6,484,10,216,478,0,0
J15,646,6,309,632,0,0
J10,662,5,381,712,50,1
J2,650,4,446,796,146,1
J1,730,7,465,887,157,1
J5,768,7,518,953,185,1
J8,546,7,606,981,435,1
J12,614,8,678,1044,430,1
J19,614,6,757,1125,511,1
J3,586,8,814,1169,583,1
J20,528,2,913,1241,713,1
J17,568,2,1008,1329,761,1
J11,636,4,1044,1439,803,1
J7,666,3,1083,1501,835,1

TT,TWT,T_max,NT
5609,26108,835,12

Metric,Value
Objective optimized,NT
Runtime (s),0.5966367721557617
Iterations,10
k,4
Seed,42
